grain_week,crop_year,week_ending_date,worksheet,metric,period,grain,grade,region,Ktonnes
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Canaryseed,,Export Destinations,34.0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Mustard Seed,,Canadian Domestic,3.3
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Mustard Seed,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Mustard Seed,,Pacific,1.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Mustard Seed,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Mustard Seed,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Mustard Seed,,Eastern Terminals,0.6
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Mustard Seed,,Western Container,1.4
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Mustard Seed,,Eastern Container,15.7
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Mustard Seed,,Export Destinations,14.4
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Beans,,Canadian Domestic,11.8
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Beans,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Beans,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Beans,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Beans,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Beans,,Eastern Terminals,0.8
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Beans,,Western Container,1.4
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Beans,,Eastern Container,16.2
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Beans,,Export Destinations,23.9
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Lentils,,Canadian Domestic,134.6
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Lentils,,Process Elevators,1.9
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Lentils,,Pacific,693.7
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Lentils,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Lentils,,Thunder Bay,2.4
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Lentils,,Eastern Terminals,65.7
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Lentils,,Western Container,138.9
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Lentils,,Eastern Container,142.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Lentils,,Export Destinations,56.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Chick Peas,,Canadian Domestic,19.3
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Chick Peas,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Chick Peas,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Chick Peas,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Chick Peas,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Chick Peas,,Eastern Terminals,23.9
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Chick Peas,,Western Container,3.8
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Chick Peas,,Eastern Container,30.3
42,2023-2024,19/05/2024,Primary Shipment Distribution,Shipment Distribution,Crop Year,Chick Peas,,Export Destinations,2.8
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Wheat,,Canadian Domestic,6.5
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Wheat,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Wheat,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Wheat,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Wheat,,Thunder Bay,82.9
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Wheat,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Wheat,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Wheat,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Wheat,,Export Destinations,21.6
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Amber Durum,,Canadian Domestic,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Amber Durum,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Amber Durum,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Amber Durum,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Amber Durum,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Amber Durum,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Amber Durum,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Amber Durum,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Amber Durum,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Oats,,Canadian Domestic,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Oats,,Process Elevators,1.7
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Oats,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Oats,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Oats,,Thunder Bay,2.6
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Oats,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Oats,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Oats,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Oats,,Export Destinations,4.7
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Barley,,Canadian Domestic,1.5
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Barley,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Barley,,Pacific,6.7
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Barley,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Barley,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Barley,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Barley,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Barley,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Barley,,Export Destinations,1.3
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Rye,,Canadian Domestic,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Rye,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Rye,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Rye,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Rye,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Rye,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Rye,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Rye,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Rye,,Export Destinations,0.2
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Flaxseed,,Canadian Domestic,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Flaxseed,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Flaxseed,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Flaxseed,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Flaxseed,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Flaxseed,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Flaxseed,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Flaxseed,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Flaxseed,,Export Destinations,0.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canola,,Canadian Domestic,5.6
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canola,,Process Elevators,7.7
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canola,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canola,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canola,,Thunder Bay,27.0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canola,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canola,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canola,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canola,,Export Destinations,0.9
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Soybeans,,Canadian Domestic,0.6
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Soybeans,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Soybeans,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Soybeans,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Soybeans,,Thunder Bay,1.8
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Soybeans,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Soybeans,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Soybeans,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Soybeans,,Export Destinations,0.8
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Peas,,Canadian Domestic,0.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Peas,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Peas,,Pacific,2.8
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Peas,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Peas,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Peas,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Peas,,Western Container,0.2
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Peas,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Peas,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Corn,,Canadian Domestic,13.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Corn,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Corn,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Corn,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Corn,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Corn,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Corn,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Corn,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Corn,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canaryseed,,Canadian Domestic,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canaryseed,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canaryseed,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canaryseed,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canaryseed,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canaryseed,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canaryseed,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canaryseed,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Canaryseed,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Mustard Seed,,Canadian Domestic,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Mustard Seed,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Mustard Seed,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Mustard Seed,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Mustard Seed,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Mustard Seed,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Mustard Seed,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Mustard Seed,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Mustard Seed,,Export Destinations,0.3
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Beans,,Canadian Domestic,0.3
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Beans,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Beans,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Beans,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Beans,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Beans,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Beans,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Beans,,Eastern Container,0.2
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Beans,,Export Destinations,0.4
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Lentils,,Canadian Domestic,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Lentils,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Lentils,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Lentils,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Lentils,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Lentils,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Lentils,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Lentils,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Lentils,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Chick Peas,,Canadian Domestic,0.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Chick Peas,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Chick Peas,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Chick Peas,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Chick Peas,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Chick Peas,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Chick Peas,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Chick Peas,,Eastern Container,0.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Mb-Shipment Distribution,Current Week,Chick Peas,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Wheat,,Canadian Domestic,7.5
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Wheat,,Process Elevators,0.5
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Wheat,,Pacific,110.5
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Wheat,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Wheat,,Thunder Bay,40.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Wheat,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Wheat,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Wheat,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Wheat,,Export Destinations,0.3
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Amber Durum,,Canadian Domestic,13.5
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Amber Durum,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Amber Durum,,Pacific,1.5
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Amber Durum,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Amber Durum,,Thunder Bay,13.9
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Amber Durum,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Amber Durum,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Amber Durum,,Eastern Container,0.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Amber Durum,,Export Destinations,19.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Oats,,Canadian Domestic,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Oats,,Process Elevators,0.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Oats,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Oats,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Oats,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Oats,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Oats,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Oats,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Oats,,Export Destinations,2.4
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Barley,,Canadian Domestic,3.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Barley,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Barley,,Pacific,19.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Barley,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Barley,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Barley,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Barley,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Barley,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Barley,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Rye,,Canadian Domestic,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Rye,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Rye,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Rye,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Rye,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Rye,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Rye,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Rye,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Rye,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Flaxseed,,Canadian Domestic,0.3
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Flaxseed,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Flaxseed,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Flaxseed,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Flaxseed,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Flaxseed,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Flaxseed,,Western Container,0.8
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Flaxseed,,Eastern Container,0.5
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Flaxseed,,Export Destinations,1.0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canola,,Canadian Domestic,2.4
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canola,,Process Elevators,6.5
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canola,,Pacific,109.6
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canola,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canola,,Thunder Bay,0
